First name,Last name,Highest DOJ title,# years DOJ service,Admins served under
Timothy,Heaphy,"Unites States Attorney, Western District of  Virginia",18,"Obama, Bush II, Clinton"
Bailey,Heaps,Trial Attorney,1.5,"Trump, Obama"
Janice,Hebert,"Chief, Civil Division",23,"Trump, Obama, Bush II, Clinton"
Henry,Hecht,Assistant Watergate Special Prosecutor,3,"Ford, Nixon"
Brook,Hedge,Branch Director,15,"Bush I, Reagan, Carter"
John,Hedland,Trial Attorney,3,Johnson
Brian,Heffernan,"Deputy Chief, Civil Rights Division ",34,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Sue,Heilbronner,Trial Attorney,4,Clinton
Mark,Hellerer,"Chief, Major Crimes, SDNY",9,"Bush I, Reagan"
John,Helms,Assistant United States Attorney ,3,Bush II
Thomas,Helper,"Chief of Civil Division, USAO Hawaii",27,"Trump, Obama, Bush II, Clinton, Bush I"
Ted,Helwig,"Assistant United States Attorney (NDIL), Deputy Chief",6,"Bush I, Reagan"
John,Hemann,"Deputy Chief, Criminal Division, NDCA",18.5,"Trump, Obama, Bush II, Clinton"
Mitchell,Hendy,Assistant United States Attorney,2,"Trump, Obama"
Robert,Henrich,"Special Agent, DEA",17,"Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Canella,Henrichs,Assistant United States Attorney,29,"Bush II, Clinton, Bush I, Reagan, Carter"
Angie,Henson,"Assistant United States Attorney, NDTX",26,"Trump, Obama, Bush II, Clinton"
Peter,Herbert,Assistant United States Attorney,4,"Clinton, Bush I"
Lenese,Herbert,Assistant U.S. Attorney,4.5,Clinton
Robert,Herbst,"Deputy Chief, Special Prosecutions Division",6,"Carter, Ford"
Steven,Herman,Assistant Section Chief,15,"Bush I, Reagan, Carter"
Kurt,Hermanns,Senior Litigation Counsel,24,"Obama, Bush II, Clinton, Bush I, Reagan"
Berta,Hernandez,Trial Attorney,3,"Reagan, Carter"
Frederick,Herold,Assistant United States Attorney,4.5,"Bush I, Reagan"
Mark,Hersh,Assistant United States Attorney,9,"Clinton, Bush I"
Loren,Hershey ,"Trial Attorney, Antitrust Division",6,"Reagan, Carter"
Deb,Herzog,"Chief, Ft.Lauderdale Branch , Southern District of Florida",18,"Bush II, Clinton, Bush I, Reagan"
Frederick,Hess,"Office Director, Criminal Division",43,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon, Johnson"
Judith,Hetherton,"Assistant United States Attorney, Deputy Chief, Appellate Division, Washington, DC; Associate Independent Counsel (Iran/Contra)",14,"Reagan, Carter, Ford, Nixon"
Stephen,Heymann,Assistant United States Attorney,33,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
William,Hibsher,Assistant United States Attorney SDNY,5,"Reagan, Carter"
David,Hickton,"United States Attorney, WDPa",6.4,Obama
Mary,Higgins,Assistant United States Attorney ,23,"Obama, Bush II, Clinton, Bush I"
Philip,Hilder,Trial Attorney O.C. Strike Force DOJ; AUSA ,6,"Bush I, Reagan"
Thomas,Hill,Assistant United States Attorney,5,"Reagan, Carter"
Eve,Hill,Deputy Assistant Attorney General ,11,"Obama, Clinton"
Michael,Hill,Trial Attorney,3,"Bush I, Reagan"
Alice ,Hill,"Chief, Major Frauds Section, Assistant Attorney, Central District of California ",8,"Bush I, Reagan"
Martin,Himeles,Assistant U.S.Attorney,5,"Bush I, Reagan"
David,Hinden,Assistant United States Attorney,6,"Ford, Nixon"
Robert,Hines,Trial Attorney/Honors Program,3,Reagan
Erica,Hitchings,Trial Attorney / Assistant United States Attorney,8.5,"Trump, Obama"
Robert,Hobbs,"U.S. Marshal, Assistant United States Attorney",20,"Trump, Obama, Bush II, Clinton"
Henry,Hoberman,Assistant United States Attorney,3,Bush I
Jean M,Hobler,"Senior Litigation Counsel, National Security Coordinator",9,"Obama, Bush II"
Joshua,Hochberg,Chief Fraud Section Criminal Division,19,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Henry,Hockeimer ,Assistant United States Attorney,5,Clinton
John,Hodgens,Assistant United States Attorney,16,"Bush II, Clinton, Bush I"
Lawrence,Hoenig,Trial Attorney in Tax Divisioon,4,"Reagan, Carter"
Ronald,Hoevet,Trial Attorney DOJ/AUSA District of Oregon,6,"Reagan, Carter, Ford"
Linda,Hoffa,"Criminal Division Chief, USAO, EDPA",27,"Obama, Bush II, Clinton, Bush I, Reagan"
Gail,Hoffman,"Director, Office of Public Liaison and Intergovernmental Affairs",2,Clinton
E Leslie,Hoffman,Deputy Chief,11,"Reagan, Carter, Ford"
David,Hoffman,Assistant United States Attorney,12.5,"Bush II, Clinton"
Jonathan,Hoffman,"Assistant United States Attorney and Trial Attorney, Civil Division",5,"Carter, Ford, Nixon"
Sydney,Hoffmann,Assistant United States Attorney (DC),4,"Clinton, Bush I"
Gerard,Hogan,Special Litigation Counsel,30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Jayme,Holcomb,Associate Chief Counsel (DEA),30,"Trump, Obama, Bush II, Clinton, Bush I"
Robert,Hollis,"Director, Office of Foreign Litigation, Civil Division",39,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Douglas,Hollmann,Trial Attorney,2,Carter
Genevieve,Holm,Trial Attorney,38,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Patricia Brown,Holmes,Assistant United States Attorney ,5,"Clinton, Bush I"
Jay,Holtmeier,"Assistant United States Attorney, Southern District of New York",3.5,Clinton
Dwight,Holton,"United States Attorney, District of Oregon",15,"Obama, Bush II, Clinton"
Rachel,Homer,Trial Attorney,2,Trump
Robert,Homiak,"Assistant Chief, EES, ENRD",25,"Obama, Bush II, Clinton, Bush I, Reagan"
Charles,Honeyman,Immigration Judge,24,"Trump, Obama, Bush II, Clinton"
Elie,Honig,Assistant United States Attorney,8.5,"Obama, Bush II"
Paul,Honigberg,"Deputy Director, Tobacco Litigation Team, Torts Branch, Civil Division",14,"Bush II, Clinton, Bush I, Reagan, Carter"
David,Hopkins,"Acting United States Attorney, ED VA",25,"Ford, Nixon, Johnson, Kennedy"
Ralph,Hopkins,Managing Assistant United States Attorney ,30,"Trump, Obama, Bush II, Clinton, Bush I"
Nancy,Hoppock,Chief of the Criminal Division - NJ USAO,10,"Obama, Bush II"
Stephen,Horn,Civil Chief SDWV,31,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Maria,Horn,Assistant United States Attorney,5,"Bush II, Clinton"
Bonna,Horovitz,Assistant United States Attorney,6,"Clinton, Bush I, Reagan"
Mirah,Horowitz,"Counsel, Office of Legal Policy",1,Obama
Alan,Horowitz,Assistant to the Solicitor General,11,"Bush I, Reagan, Carter"
Daniel,Houlf,Trial Attorney (Tax - Northern Region),5,"Bush I, Reagan"
Gerald,Houlihan,"Chief Assistant United States Attorney, SD Fla and Senior Litigation Counsel",13,"Reagan, Carter, Ford, Nixon"
Robert,Houlihan Jr,Assistant United States Attorney,3,Carter
Virginia,Howard,Assistant United States Attorney,18,"Obama, Bush II, Clinton"
James,Howard,Assistant United States Attorney,15,"Bush II, Clinton, Bush I"
Jonathan,Howden,Regional Coordinator OCDETF,25,"Bush II, Clinton, Bush I, Reagan"
Amy,Howe,Assistant United States Attorney,16.5,"Obama, Bush II, Clinton"
Teresa,Howie,"Deputy Chief, Superior Court Division",26,"Obama, Bush II, Clinton, Bush I"
John,Hoyle,Special Counsel  Civil Appellate Staff,33,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Wendy,Huang Waszmer,"Counsel to the Assistant Attorney General, Antitrust ",8,"Obama, Bush II"
Holly,Huart,Trial Attorney (also Special Assistant to the Director),3.5,Reagan
John,Huerta,Deputy Assistant Attorney General for Civil Rights,4,Carter
Max,Huffman,Trial Attorney,3,"Bush II, Clinton"
Richard,Huffman,Assistant United States attorney,5,"Ford, Nixon"
Carmina,Hughes,Supervisory Assistant United States Attorney - General Crimes Chief ,16,"Bush II, Clinton, Bush I, Reagan"
Sheila,Hughes,Management Analyst,23,"Clinton, Bush I, Reagan, Carter"
Angela L,Hughes,Trial Attorney,40,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
John,Hughes,Assistant United States Attorney,3,"Carter, Ford"
G. Scott,Hulsey,Associate Deputy Attorney General,12,"Obama, Bush II"
Joyce,Hundley,Trial Attorney,32,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
David,Hunter,Trial Attorney,25,"Clinton, Bush I, Reagan, Carter, Ford"
Joseph,Hurley,Senior Counsel,31,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Raymond (Neil),Hurley,"Senior Associate Counsel, Office of Professional Responsibility",27,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Seth,Hurwitz,Counsel to President's Intelligence Board (detailed from Criminal Division),4,Bush I
Peter,Huston,"Assistant Chief, Antitrust Division",5,Obama
Margaret,Hutchinson,"Chief, Civil Division (EDPA)",30,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Patricia,Hynes,"Executive Assistant United States Attorney, SDNY",15,"Reagan, Carter, Ford, Nixon, Johnson"
William,Ibershof,"Chief, Criminal Division Eastern District Michigan ",6,Nixon
Alex,Iftimie,Counselor to the Attorney General,7,"Trump, Obama"
David,Iglesias,"United States Attorney, District of New Mexico",6,Bush II
Terry,Ihnat,Senior Analyst,28,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Philip,Inglima,Senior Associate Independent Counsel,2,Clinton
Eugene,Ingoglia,Assistant United States Attorney,9,"Obama, Bush II"
Charles,Intriago,Assistant United States Attorney,2.8,Ford
Zareen,Iqbal,Deputy US Marshal,4,Bush II
William,Irvin,Trial Attorney,4,Reagan
Stuart,Ishimaru,Deputy Assistant Attorney General,6,Clinton
Dena,Iverson,Press Secretary and Senior Advisor,4.5,Obama
Bruce,Iwamoto,"OCDETF Administrator, Pacific Region",30,"Trump, Obama, Bush II, Clinton, Bush I"
Deepa,Iyer,Trial Attorney,2,Bush II
Brad,Jackson,Trial Attorney,2,Reagan
Danna,Jackson,Assistant United States Attorney/Tribal Liaison ,5.8,Obama
Marianne,Jackson,Assistant United States Attorney,5,"Carter, Ford"
Reginald,Jackson,Assistant United States Attorney,2,"Carter, Ford"
Lowell,Jacobs,Trial Attorney,12,"Reagan, Carter"
Jon,Jacobs,"Trial Attorney, Antitrust Division",27,"Obama, Bush II, Clinton, Bush I"
Lisalyn,Jacobs,"Chief of Staff, Civil Rights Division ",5,Clinton
Ralph,Jacobs,"Assistant United States Attorney, Chief of Appeals, DNJ.",8,"Reagan, Carter"
Joanna,Jacobs,"Director, Office of Dispute Resolution",22,"Trump, Obama, Bush II, Bush I, Reagan, Carter"
Elliott ,Jacobson,Senior Litigation Counsel / SDNY,32,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Peter,Jaffe,Trial Attorney,7,"Clinton, Bush I"
Sanford,Jaffe,"Chief of the Criminal Division, United States Attorney's Office, In New Jersey",6,"Johnson, Kennedy"
Charles,Jaffee,Trial Attorney,6,"Carter, Ford, Nixon"
Sonia,Jaipaul,"Executive Assistant United States Attorney, EDPA",14,"Clinton, Bush I, Reagan"
Michael,James,"Trial Attorney, Civil Rights Division",2.5,"Ford, Nixon"
Norman,James,Assistant United States Attorney,5,"Carter, Ford, Nixon"
Becky,James,"Chief of Criminal Appeals, US Attorney's Office, Los Angeles",13,"Bush II, Clinton"
Deeana,Jang,"Chief, FCS, Civil Rights Division",6,"Trump, Obama, Bush II, Clinton"
Katherine ,Janka Chaddock,"Assistant Director, Press & Comminications, LEAA",4,Nixon
Michael,Janus,"Chief, Privatization Management Branch",26,"Obama, Bush II, Clinton, Bush I, Reagan"
Ilene,Jaroslaw,Senior Litigation Counsel,23,"Obama, Bush II, Clinton, Bush I"
Peter,Jarosz,"Criminal Chief, USAO AZ",27,"Trump, Obama, Bush II, Clinton, Bush I"
Steven,Jawetz,Trial attorney,2.5,Reagan
June,Jeffries,Assistant United States Attorney,25.5,"Bush II, Clinton, Bush I, Reagan"
Janice,Jenkins,Assistant United States Attorney ,10,"Clinton, Bush I"
Cary,Jennings,"Trial Attorney, Tax Division",5,Reagan
Marcia,Jensen,Assistant United States Attorney,16,"Bush II, Clinton"
J. Christopher,Jensen,Chief of the Civil Division EDNY,5,"Carter, Ford"
Richard,Jerome,Deputy Associate Attorney General,12,"Bush II, Clinton, Bush I"
Doug,Johns,Trial Lawyer,3,Reagan
Jeffrey,Johnson,"Special Attorney, Criminal Division, USD0J",18,"Bush I, Reagan, Carter, Ford, Nixon"
Mel,Johnson,Senior Litigation Counsel,37,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Douglas,Johnson,"Trial Attorney, Antitrust Divisionn",6,Reagan
Brendan,Johnson,United States Attorney ,5,Obama
Tom,Johnson,Assistant United States Attorney,4,"Clinton, Bush I"
Karon,Johnson,Assistant United States Attorney,25,"Obama, Bush II, Clinton, Bush I"
Susan,Johnston,Assistant United States Attorney,3.5,Reagan
Kent,Jonas,Trial Attorney,2,"Ford, Nixon"
Bradley,Jones,Trial Attorney,6,"Trump, Obama"
Sheila,Jones,Assistant Chief Environmental Enforcement Section,6,Reagan
Sharon,Jones,Assistant United States Attorney for N. Dist of IL,4,Reagan
Scott,Jones,Assistant United States Attorney ,6,"Trump, Obama"
Mark ,Jones ,Regional Firearms Advisor for Central America,20,"Obama, Bush II, Clinton"
Cassandra ,Jones Havard,Trial Attorney ,2,Reagan
Beryl,Jones-Woodin,Assistant United States Attorney ,4,Reagan
Stephen,Jory,"United States Attorney, NDWV",11,"Reagan, Carter, Ford, Nixon"
John,Joseph,"Assistant United States Attorney Criminal Division, Deputy Chief Affirmative Litigation, EDPA",19,"Bush II, Clinton, Bush I, Reagan"
Mark,Josephs,Assistant Director,16,"Obama, Bush II, Clinton"
Bertha,Josephson,Assistant United States Attorney,3,Bush I
Mark,Josephson,Trial Attorney ,3,"Bush II, Clinton"
Kenneth ,Jost ,"Deputy Director, Consumer Protection Branch",37,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
William,Joyce,Immigration Judge,30,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Patrick,Joyce,Trial Attorney,3,Reagan
Bruce,Judge,Assistant United States Attorney,23,"Trump, Obama, Bush II, Clinton"
Je Yon,Jung,Senior Trial Attorney,14,"Obama, Bush II, Clinton"
Paula ,Junghans,"Acting Assistant Attorney General, Tax Division ",2,Clinton
Peter,Kadzik,Assistant Attorney General Office of Legislative Affairs ,5,"Obama, Carter"
Carole,Kagan,"Attorney, Appellate Staff, Civil Division",1,"Clinton, Bush I"
Lauren,Kahn,Staff Attorney,7,"Carter, Ford, Nixon"
Lisa,Kahn,Trial Attorney,30,"Obama, Bush II, Clinton, Bush I, Reagan"
Jeffrey,Kahn,Trial Attorney / Honors Program,2.5,Bush II
James,Kainen,Assistant United States Attorney,4,Reagan
Geoffrey,Kaiser,"Chief, Health Care Fraud Prosecutions",9,"Bush II, Clinton"
Menaka,Kalaskar,Trial Attorney; Assistant United States Attorney for the District of Maryland,7,"Trump, Obama"
Mark,Kalmansohn,"Assistant Division Chief, Trial Training, United States Attorney's Office (Criminal Division), Central District of California",6,"Reagan, Carter"
Adam,Kamenstein,"Assistant United States Attorney, Deputy Chief Public Corruption",7,Bush II
Susan,Kamlet,Assistant United States Attorney (N.D. Cal.),16,"Clinton, Bush I, Reagan"
Barbara,Kammerman,"Acting Director, Professional Responsibility Advisory Office",25,"Obama, Bush II, Clinton, Bush I, Reagan"
Helen,Kang,Trial Attorney,7,"Clinton, Bush I"
Deborah,Kant,Deputy Counsel for Dispute Resolution/Senior Appellate Attorney,24,"Bush II, Clinton, Bush I, Reagan"
Eric,Kaplan,Senior Trial Attorney ,12,"Reagan, Carter, Ford, Nixon"
Eugene,Kaplan,"Senior Litigation Counsel and Deputy Chief, Criminal Division, U S Attorney’s Office, SDNY",10,"Reagan, Carter, Ford"
Donald,Kaplan,"Section Chief, Special Litigation Counsel",15,"Bush I, Reagan, Carter, Ford"
Kenneth ,Kaplan,"Deputy Chief, Criminal Division, EDNY",5,"Ford, Nixon"
Michael,Karam,Senior Trial Attorney,28.5,"Bush II, Clinton, Bush I, Reagan, Carter"
Pamela,Karlan,Deputy Assistant Attorney General,2,Obama
Janice,Karlin,"Supervisor of the Kansas City, Kansas United States Attorney's Office",22,"Bush II, Clinton, Bush I, Reagan, Carter"
David,Karpel,"Trial Attorney,  Criminal Division (OCGS)",10,"Trump, Obama"
Sylvia,Kaser,Senior Counsel for Counterterrorism Policy,28,"Trump, Obama, Bush II, Clinton, Bush I"
jody,Kasten,Assistant United States Attorney,6,"Clinton, Bush I"
Glenn,Katon,Trial Attorney,4.5,"Bush II, Clinton"
Peter,Katz,Assistant United States Attorney,9,"Obama, Bush II"
Janet,Katz,Trial Attorney,16,"Bush II, Clinton, Bush I, Reagan"
David,Katz,Assistant United States Attorney,29,"Bush II, Clinton, Bush I, Reagan"
Beverly,Katz,Trial Attorney,10,"Clinton, Bush I, Reagan"
David,Katz,Senior Trial Attorney,8,"Clinton, Bush I, Reagan"
Michael,Katz,"Assistant United States Attorney, D.DC",4,"Ford, Nixon"
Benjamin,Katz,Assistant United States Attorney - SDCA,5,"Trump, Obama"
Robert,Katzberg,"Assistant United States Attorney, E.D.N.Y",4,Carter
Robert,Katzenstein,Trial Attorney,2,"Reagan, Carter"
Jenni,Katzman,Senior Counsel,3,Obama
Alan,Kaufman,"Chief, Criminal Division, SDNY",10,"Bush II, Clinton, Carter, Ford, Nixon"
Richard,Kaufman,Assistant United States Attorney,9,"Clinton, Bush I"
Steven,Kazan,Assistant United States Attorney,2.3,Nixon
Michael,Kearns,"Chief, Civil Trial Section, Tax Division (SES)",41,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Thomas,Keary,Senior Trial Attorney,22,"Obama, Bush II, Clinton, Bush I, Reagan"
Wendy,Keats,"Attorney, Civil Division, Appellate Staff",30,"Bush II, Clinton, Bush I, Reagan, Carter, Ford, Nixon"
Kathleen,Kedian,"Chief, Counterintelligence and Export Control",13,"Obama, Bush II"
Kevin,Keefe,"Attorney Advisor, Office of Counsel, Executive Office for US Attorneys",2.5,Clinton
William,Keefer,"Interim United States Attorney, SDFla",24,"Clinton, Bush I, Reagan, Carter, Ford"
Sharon,Kegerreis,Assistant United States Attorney,5,"Bush I, Reagan"
Randy,Kehrli,"Senior Trial Attorney, Strike Force 18, OCRS, Criminal Div.",10,"Bush I, Reagan, Carter"
Gerald,Kell,Senior Trial Counsel,4,"Obama, Bush II, Clinton, Bush I, Reagan, Carter"
Gail,Kelleher,Trial Attorney,4,"Clinton, Bush I"
MaryBeth,Keller,Chief Immigration Judge,31,"Trump, Obama, Bush II, Clinton, Bush I"
Doug ,Kelley,Assistant United States Attorney,7,Carter
David,Kelley,"Senior  Trial Attorney, Civil Rights Division",6,"Carter, Ford, Nixon"
Patrick ,Kelley ,"Assistant Director, FBI ",24,"Trump, Obama, Bush II, Clinton"
Leon,Kellner,United States Attorney for the Southern District of Florida,6,Reagan
Philip,Kellogg,"Assistant United States Attorney, DC",4,"Nixon, Johnson"
J Michael,Kelly,Counselor and Chief of Staff to Attorney General Griffin Bell,2.5,Carter
John J.,Kelly,"United States Attorney, New Mexico",6,Clinton
Thomas,Kelly,Assistant United States Attorney,3,Reagan
Paul,Kelly,"Assistant United States Attorney, Unit Chief",10,"Bush II, Clinton, Bush I"
Agnes,Kempker-Cloyd ,Assistant United States Attorney,36,"Obama, Bush II, Clinton"
Jeanne,Kempthorne,"Assistant United States Attorney, Chief, Public Corruption Unit, USAO, D. Mass (Boston)",11,"Bush II, Clinton"
Richard,Kendall,Assistant United States Attorney ,5,"Reagan, Carter"
Molly,Kendall Clark,"Member, Board of Immigration Appeals",36,"Trump, Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
Robert,Kengle,"Deputy Chief, Voting Section, Civil Rights Divsion",20,"Bush II, Clinton, Bush I, Reagan"
Colleen,Kennedy,Senior Counsel of Mental Heath Litigation,38,"Trump, Obama, Bush II, Clinton, Bush I, Reagan"
Bingham,Kennedy,Trial Attorney and Special Assistant United States Attorney,5,"Reagan, Carter"
Thomas,Kennelly,Acting United States Attorney,10,"Nixon, Johnson, Kennedy"
Patricia,Kenney,Assistant United States Attorney,35,"Obama, Bush II, Clinton, Bush I, Reagan, Carter, Ford"
peter,kenney,"Trial Attorney, Antitrust Division",7,"Reagan, Carter"
Robert,Kent,"Chief, Complex Fraud Section, USAO NDIL",17,"Bush II, Clinton, Bush I"
Jeffrey ,Kent,Assistant United States Attorney,22,"Obama, Bush II, Clinton, Bush I"
John,Kern,Assistant United States Attorney,3,Bush I
Lisa,Kern Griffin,Assistant United States Attorney,5,"Bush II, Clinton"
Christopher,Kerosky,Trial Counsel,2,Reagan
Alexander,"Kerr, Jr","Assistant United States Attorney; DOJ Public Integrety Section, Special Attorney",5.5,"Carter, Ford, Nixon"
